codigo,nombre,vbp,di_domestica
813110,"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios",6941.492999999992,6941.492999999992
813120,Asociaciones y organizaciones laborales y sindicales,3775.74,0.0
813130,Asociaciones y organizaciones de profesionistas,1811.2100000000005,1253.3010000000004
813140,Asociaciones regulatorias de actividades recreativas,411.516,411.516
813210,Asociaciones y organizaciones religiosas,25775.632,0.0
813220,Asociaciones y organizaciones políticas,4454.473,0.0
813230,Asociaciones y organizaciones civiles,3353.268,0.0
814110,Hogares con empleados domésticos,57703.061,0.0
931110,Órganos legislativos,50351.914,0.0
931210,Administración pública en general,154855.206,0.0
931310,Regulación y fomento del desarrollo económico,62237.995,254.04399999999998
931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,138076.129,0.0
931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente,6893.888,0.0
931610,Actividades administrativas de instituciones de bienestar social,200015.722,0.0
931710,Relaciones exteriores,4841.278,0.0
931810,Actividades de seguridad nacional,40342.407,0.0
932110,Organismos internacionales,533.306,0.0
