anio,mineral,etapa,flujo,valor_usd
1995,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,63467000.0
1995,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,101540000.0
1995,plata,E1 Mena/concentrado,M,1000.0
1995,plata,E1 Mena/concentrado,X,6883000.0
1995,plata,E2 Bruto/semilabrado,M,6594000.0
1995,plata,E2 Bruto/semilabrado,X,300763008.0
1995,plomo,E1 Mena/concentrado,M,13816000.0
1995,plomo,E1 Mena/concentrado,X,14708000.0
1995,plomo,E2 Metal en bruto/refinado,M,954000.0
1995,plomo,E2 Metal en bruto/refinado,X,68577000.0
1995,plomo,E3 Semimanufacturas,M,1389000.0
1995,plomo,E3 Semimanufacturas,X,79000.0
1995,plomo,E4 Manufacturas,M,3957000.0
1995,plomo,E4 Manufacturas,X,1493000.0
1995,silice,E1 Arena silica/cuarzo,M,10993000.0
1995,silice,E1 Arena silica/cuarzo,X,266000.0
1995,silice,E2 Silicio/ferrosilicio/SiO2,M,35506000.0
1995,silice,E2 Silicio/ferrosilicio/SiO2,X,682000.0
1995,zinc,E1 Mena/concentrado,M,7000.0
1995,zinc,E1 Mena/concentrado,X,69328000.0
1995,zinc,E2 Metal en bruto/refinado,M,364000.0
1995,zinc,E2 Metal en bruto/refinado,X,101060000.0
1995,zinc,E3 Semimanufacturas,M,11066000.0
1995,zinc,E3 Semimanufacturas,X,44670000.0
1995,zinc,E4 Manufacturas,M,9973000.0
1995,zinc,E4 Manufacturas,X,1442000.0
1996,barita,E1 Crudo/molido,M,1186200.0
1996,barita,E1 Crudo/molido,X,7762014.0
1996,barita,E2 Quimicos de bario,M,966392.0
1996,barita,E2 Quimicos de bario,X,5337880.0
1996,cobre,E1 Mena/concentrado,M,9210064.0
1996,cobre,E1 Mena/concentrado,X,15994984.0
1996,cobre,E2 Metal en bruto/refinado,M,124146544.0
1996,cobre,E2 Metal en bruto/refinado,X,394431403.0
1996,cobre,E3 Semimanufacturas,M,314257791.0
1996,cobre,E3 Semimanufacturas,X,201636897.0
1996,cobre,E4 Manufacturas,M,385171708.0
1996,cobre,E4 Manufacturas,X,37774017.0
1996,fluorita,E1 Espato fluor (crudo),M,11029607.0
1996,fluorita,E1 Espato fluor (crudo),X,20073116.0
1996,fluorita,E2 Fluoroquimica,M,7674898.0
1996,fluorita,E2 Fluoroquimica,X,117694927.0
1996,grafito,E1 Grafito natural,M,3979502.0
1996,grafito,E1 Grafito natural,X,2075280.0
1996,grafito,E2 Grafito artificial/prep.,M,14616611.0
1996,grafito,E2 Grafito artificial/prep.,X,23634820.0
1996,grafito,E3 Electrodos/articulos de carbono,M,34134892.0
1996,grafito,E3 Electrodos/articulos de carbono,X,30584128.0
1996,manganeso,E1 Mena/concentrado,M,9034818.0
1996,manganeso,E1 Mena/concentrado,X,4363511.0
1996,manganeso,E2 Ferroaleaciones,M,23168942.0
1996,manganeso,E2 Ferroaleaciones,X,38492953.0
1996,manganeso,E3 Quimicos/metal,M,9114074.0
1996,manganeso,E3 Quimicos/metal,X,3379504.0
1996,oro,E1 Mena/concentrado,M,3633791.0
1996,oro,E1 Mena/concentrado,X,8439.0
1996,oro,E2 Bruto/semilabrado,M,71577960.0
1996,oro,E2 Bruto/semilabrado,X,234996432.0
1996,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,67785305.0
1996,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,162060646.0
1996,plata,E1 Mena/concentrado,M,939.0
1996,plata,E1 Mena/concentrado,X,17565200.0
1996,plata,E2 Bruto/semilabrado,M,7820642.0
1996,plata,E2 Bruto/semilabrado,X,327489376.0
1996,plomo,E1 Mena/concentrado,M,26420036.0
1996,plomo,E1 Mena/concentrado,X,14091348.0
1996,plomo,E2 Metal en bruto/refinado,M,32644092.0
1996,plomo,E2 Metal en bruto/refinado,X,63825756.0
1996,plomo,E3 Semimanufacturas,M,2941619.0
1996,plomo,E3 Semimanufacturas,X,2851419.0
1996,plomo,E4 Manufacturas,M,11137910.0
1996,plomo,E4 Manufacturas,X,1098677.0
1996,silice,E1 Arena silica/cuarzo,M,16402577.0
1996,silice,E1 Arena silica/cuarzo,X,241041.0
1996,silice,E2 Silicio/ferrosilicio/SiO2,M,56073015.0
1996,silice,E2 Silicio/ferrosilicio/SiO2,X,787171.0
1996,zinc,E1 Mena/concentrado,M,9004.0
1996,zinc,E1 Mena/concentrado,X,57037052.0
1996,zinc,E2 Metal en bruto/refinado,M,1308278.0
1996,zinc,E2 Metal en bruto/refinado,X,80596768.0
1996,zinc,E3 Semimanufacturas,M,11729789.0
1996,zinc,E3 Semimanufacturas,X,40043533.0
1996,zinc,E4 Manufacturas,M,11911154.0
1996,zinc,E4 Manufacturas,X,978334.0
1997,barita,E1 Crudo/molido,M,7740104.0
1997,barita,E1 Crudo/molido,X,4439673.0
1997,barita,E2 Quimicos de bario,M,1329093.0
1997,barita,E2 Quimicos de bario,X,8189142.0
1997,cobre,E1 Mena/concentrado,M,71556216.0
1997,cobre,E1 Mena/concentrado,X,18588480.0
1997,cobre,E2 Metal en bruto/refinado,M,192268946.0
1997,cobre,E2 Metal en bruto/refinado,X,508233791.0
1997,cobre,E3 Semimanufacturas,M,358012914.0
1997,cobre,E3 Semimanufacturas,X,144051405.0
1997,cobre,E4 Manufacturas,M,394298853.0
1997,cobre,E4 Manufacturas,X,72261513.0
1997,fluorita,E1 Espato fluor (crudo),M,862890.0
1997,fluorita,E1 Espato fluor (crudo),X,23322192.0
1997,fluorita,E2 Fluoroquimica,M,6522555.0
1997,fluorita,E2 Fluoroquimica,X,115420620.0
1997,grafito,E1 Grafito natural,M,6252207.0
1997,grafito,E1 Grafito natural,X,2299340.0
1997,grafito,E2 Grafito artificial/prep.,M,11461433.0
1997,grafito,E2 Grafito artificial/prep.,X,17296612.0
1997,grafito,E3 Electrodos/articulos de carbono,M,77598640.0
1997,grafito,E3 Electrodos/articulos de carbono,X,53374328.0
1997,manganeso,E1 Mena/concentrado,M,15531310.0
1997,manganeso,E1 Mena/concentrado,X,6756622.0
1997,manganeso,E2 Ferroaleaciones,M,19478960.0
1997,manganeso,E2 Ferroaleaciones,X,50073152.0
1997,manganeso,E3 Quimicos/metal,M,11544204.0
1997,manganeso,E3 Quimicos/metal,X,4913882.0
1997,oro,E1 Mena/concentrado,M,89.0
1997,oro,E1 Mena/concentrado,X,2865503.0
1997,oro,E2 Bruto/semilabrado,M,132854040.0
1997,oro,E2 Bruto/semilabrado,X,132110312.0
1997,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,88313319.0
1997,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,262748067.0
1997,plata,E1 Mena/concentrado,M,4747.0
1997,plata,E1 Mena/concentrado,X,232354.0
1997,plata,E2 Bruto/semilabrado,M,4766381.0
1997,plata,E2 Bruto/semilabrado,X,322043040.0
1997,plomo,E1 Mena/concentrado,M,14987782.0
1997,plomo,E1 Mena/concentrado,X,8020893.0
1997,plomo,E2 Metal en bruto/refinado,M,45291044.0
1997,plomo,E2 Metal en bruto/refinado,X,64738484.0
1997,plomo,E3 Semimanufacturas,M,4498247.0
1997,plomo,E3 Semimanufacturas,X,5500.0
1997,plomo,E4 Manufacturas,M,4302514.0
1997,plomo,E4 Manufacturas,X,1324887.0
1997,silice,E1 Arena silica/cuarzo,M,30041982.0
1997,silice,E1 Arena silica/cuarzo,X,271128.0
1997,silice,E2 Silicio/ferrosilicio/SiO2,M,58669643.0
1997,silice,E2 Silicio/ferrosilicio/SiO2,X,2184585.0
1997,zinc,E1 Mena/concentrado,M,103704.0
1997,zinc,E1 Mena/concentrado,X,80546680.0
1997,zinc,E2 Metal en bruto/refinado,M,16338950.0
1997,zinc,E2 Metal en bruto/refinado,X,96024088.0
1997,zinc,E3 Semimanufacturas,M,13597789.0
1997,zinc,E3 Semimanufacturas,X,52258335.0
1997,zinc,E4 Manufacturas,M,28619460.0
1997,zinc,E4 Manufacturas,X,2913503.0
1998,barita,E1 Crudo/molido,M,2487643.0
1998,barita,E1 Crudo/molido,X,1469473.0
1998,barita,E2 Quimicos de bario,M,1068855.0
1998,barita,E2 Quimicos de bario,X,7457958.0
1998,cobre,E1 Mena/concentrado,M,47495780.0
1998,cobre,E1 Mena/concentrado,X,25456432.0
1998,cobre,E2 Metal en bruto/refinado,M,322311150.0
1998,cobre,E2 Metal en bruto/refinado,X,474989593.0
1998,cobre,E3 Semimanufacturas,M,407576832.0
1998,cobre,E3 Semimanufacturas,X,184281113.0
1998,cobre,E4 Manufacturas,M,446216625.0
1998,cobre,E4 Manufacturas,X,33740049.0
1998,fluorita,E1 Espato fluor (crudo),M,3799935.0
1998,fluorita,E1 Espato fluor (crudo),X,25967668.0
1998,fluorita,E2 Fluoroquimica,M,6059626.0
1998,fluorita,E2 Fluoroquimica,X,103997082.0
1998,grafito,E1 Grafito natural,M,2787792.0
1998,grafito,E1 Grafito natural,X,2571031.0
1998,grafito,E2 Grafito artificial/prep.,M,9467145.0
1998,grafito,E2 Grafito artificial/prep.,X,12524260.0
1998,grafito,E3 Electrodos/articulos de carbono,M,81837880.0
1998,grafito,E3 Electrodos/articulos de carbono,X,47022712.0
1998,manganeso,E1 Mena/concentrado,M,8119599.0
1998,manganeso,E1 Mena/concentrado,X,5560749.0
1998,manganeso,E2 Ferroaleaciones,M,22549556.0
1998,manganeso,E2 Ferroaleaciones,X,45119422.0
1998,manganeso,E3 Quimicos/metal,M,11487277.0
1998,manganeso,E3 Quimicos/metal,X,1281013.0
1998,oro,E1 Mena/concentrado,M,1766045.0
1998,oro,E1 Mena/concentrado,X,5512786.0
1998,oro,E2 Bruto/semilabrado,M,262973040.0
1998,oro,E2 Bruto/semilabrado,X,110741496.0
1998,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,265527958.0
1998,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,316111215.0
1998,plata,E1 Mena/concentrado,M,1243470.0
1998,plata,E1 Mena/concentrado,X,115848.0
1998,plata,E2 Bruto/semilabrado,M,6618087.0
1998,plata,E2 Bruto/semilabrado,X,425559200.0
1998,plomo,E1 Mena/concentrado,M,30821808.0
1998,plomo,E1 Mena/concentrado,X,4415557.0
1998,plomo,E2 Metal en bruto/refinado,M,53648224.0
1998,plomo,E2 Metal en bruto/refinado,X,38417544.0
1998,plomo,E3 Semimanufacturas,M,4102224.0
1998,plomo,E3 Semimanufacturas,X,4183.0
1998,plomo,E4 Manufacturas,M,4361741.0
1998,plomo,E4 Manufacturas,X,1828299.0
1998,silice,E1 Arena silica/cuarzo,M,25813379.0
1998,silice,E1 Arena silica/cuarzo,X,282720.0
1998,silice,E2 Silicio/ferrosilicio/SiO2,M,50783444.0
1998,silice,E2 Silicio/ferrosilicio/SiO2,X,3758113.0
1998,zinc,E1 Mena/concentrado,M,158743.0
1998,zinc,E1 Mena/concentrado,X,71915376.0
1998,zinc,E2 Metal en bruto/refinado,M,27000012.0
1998,zinc,E2 Metal en bruto/refinado,X,74655632.0
1998,zinc,E3 Semimanufacturas,M,14072870.0
1998,zinc,E3 Semimanufacturas,X,35625231.0
1998,zinc,E4 Manufacturas,M,35608304.0
1998,zinc,E4 Manufacturas,X,2121948.0
1999,barita,E1 Crudo/molido,M,1072172.0
1999,barita,E1 Crudo/molido,X,1030666.0
1999,barita,E2 Quimicos de bario,M,1341212.0
1999,barita,E2 Quimicos de bario,X,7066859.0
1999,cobre,E1 Mena/concentrado,M,61506632.0
1999,cobre,E1 Mena/concentrado,X,24479468.0
1999,cobre,E2 Metal en bruto/refinado,M,313297570.0
1999,cobre,E2 Metal en bruto/refinado,X,259030925.0
1999,cobre,E3 Semimanufacturas,M,425286085.0
1999,cobre,E3 Semimanufacturas,X,266371165.0
1999,cobre,E4 Manufacturas,M,568074113.0
1999,cobre,E4 Manufacturas,X,38697639.0
1999,fluorita,E1 Espato fluor (crudo),M,6037645.0
1999,fluorita,E1 Espato fluor (crudo),X,26503055.0
1999,fluorita,E2 Fluoroquimica,M,7356569.0
1999,fluorita,E2 Fluoroquimica,X,104828952.0
1999,grafito,E1 Grafito natural,M,3283814.0
1999,grafito,E1 Grafito natural,X,2027221.0
1999,grafito,E2 Grafito artificial/prep.,M,11001472.0
1999,grafito,E2 Grafito artificial/prep.,X,10503553.0
1999,grafito,E3 Electrodos/articulos de carbono,M,86166304.0
1999,grafito,E3 Electrodos/articulos de carbono,X,53012948.0
1999,manganeso,E1 Mena/concentrado,M,7393816.0
1999,manganeso,E1 Mena/concentrado,X,4223878.0
1999,manganeso,E2 Ferroaleaciones,M,12324046.0
1999,manganeso,E2 Ferroaleaciones,X,40979925.0
1999,manganeso,E3 Quimicos/metal,M,6299990.0
1999,manganeso,E3 Quimicos/metal,X,1447625.0
1999,oro,E1 Mena/concentrado,M,9859581.0
1999,oro,E1 Mena/concentrado,X,11399621.0
1999,oro,E2 Bruto/semilabrado,M,393583712.0
1999,oro,E2 Bruto/semilabrado,X,91457360.0
1999,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,262082999.0
1999,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,364566621.0
1999,plata,E1 Mena/concentrado,M,26612968.0
1999,plata,E1 Mena/concentrado,X,69904.0
1999,plata,E2 Bruto/semilabrado,M,9217919.0
1999,plata,E2 Bruto/semilabrado,X,398687552.0
1999,plomo,E1 Mena/concentrado,M,24015528.0
1999,plomo,E1 Mena/concentrado,X,19056014.0
1999,plomo,E2 Metal en bruto/refinado,M,109415248.0
1999,plomo,E2 Metal en bruto/refinado,X,14698477.0
1999,plomo,E3 Semimanufacturas,M,5052306.0
1999,plomo,E3 Semimanufacturas,X,2765085.0
1999,plomo,E4 Manufacturas,M,3007372.0
1999,plomo,E4 Manufacturas,X,1465745.0
1999,silice,E1 Arena silica/cuarzo,M,24336059.0
1999,silice,E1 Arena silica/cuarzo,X,895176.0
1999,silice,E2 Silicio/ferrosilicio/SiO2,M,57214862.0
1999,silice,E2 Silicio/ferrosilicio/SiO2,X,5948237.0
1999,zinc,E1 Mena/concentrado,M,1213003.0
1999,zinc,E1 Mena/concentrado,X,75143568.0
1999,zinc,E2 Metal en bruto/refinado,M,50573136.0
1999,zinc,E2 Metal en bruto/refinado,X,91230552.0
1999,zinc,E3 Semimanufacturas,M,12724475.0
1999,zinc,E3 Semimanufacturas,X,41965874.0
1999,zinc,E4 Manufacturas,M,43916540.0
1999,zinc,E4 Manufacturas,X,4639034.0
2000,barita,E1 Crudo/molido,M,1436416.0
2000,barita,E1 Crudo/molido,X,767826.0
2000,barita,E2 Quimicos de bario,M,1133257.0
2000,barita,E2 Quimicos de bario,X,6493317.0
2000,cobre,E1 Mena/concentrado,M,87515611.0
2000,cobre,E1 Mena/concentrado,X,115701455.0
2000,cobre,E2 Metal en bruto/refinado,M,462671107.0
2000,cobre,E2 Metal en bruto/refinado,X,224508642.0
2000,cobre,E3 Semimanufacturas,M,492553936.0
2000,cobre,E3 Semimanufacturas,X,405534456.0
2000,cobre,E4 Manufacturas,M,595955555.0
2000,cobre,E4 Manufacturas,X,47581051.0
2000,fluorita,E1 Espato fluor (crudo),M,5861398.0
2000,fluorita,E1 Espato fluor (crudo),X,29324727.0
2000,fluorita,E2 Fluoroquimica,M,5266773.0
2000,fluorita,E2 Fluoroquimica,X,112474431.0
2000,grafito,E1 Grafito natural,M,2919029.0
2000,grafito,E1 Grafito natural,X,2392258.0
2000,grafito,E2 Grafito artificial/prep.,M,12506104.0
2000,grafito,E2 Grafito artificial/prep.,X,12771199.0
2000,grafito,E3 Electrodos/articulos de carbono,M,84532084.0
2000,grafito,E3 Electrodos/articulos de carbono,X,53957736.0
2000,manganeso,E1 Mena/concentrado,M,9065652.0
2000,manganeso,E1 Mena/concentrado,X,3726255.0
2000,manganeso,E2 Ferroaleaciones,M,14294653.0
2000,manganeso,E2 Ferroaleaciones,X,47135944.0
2000,manganeso,E3 Quimicos/metal,M,8424777.0
2000,manganeso,E3 Quimicos/metal,X,1953211.0
2000,oro,E1 Mena/concentrado,M,18869888.0
2000,oro,E1 Mena/concentrado,X,5583174.0
2000,oro,E2 Bruto/semilabrado,M,517511513.0
2000,oro,E2 Bruto/semilabrado,X,77883164.0
2000,oro-plata (manufacturas),E4 Joyeria/orfebreria,M,180465148.0
2000,oro-plata (manufacturas),E4 Joyeria/orfebreria,X,354905469.0
2000,plata,E1 Mena/concentrado,M,54777784.0
2000,plata,E1 Mena/concentrado,X,108222.0
2000,plata,E2 Bruto/semilabrado,M,10425481.0
